"","1","2","3","4","5","6","7","8","Gene"
"2385",4,0,0,0,0,0,3,0,"Cdc40"
"2386",28,36,21,19,24,48,27,61,"Cdc42"
"2387",0,2,10,0,1,0,4,10,"Cdc42bpa"
"2388",7,2,3,1,3,5,3,3,"Cdc42bpb"
"2389",0,0,0,0,0,0,0,0,"Cdc42bpg"
"2390",9,6,3,0,6,0,3,4,"Cdc42ep1"
"2391",0,2,5,2,11,1,0,0,"Cdc42ep2"
"2392",0,22,0,0,0,1,0,5,"Cdc42ep3"
"2393",10,11,0,0,4,3,3,3,"Cdc42ep4"
"2394",0,0,0,0,0,0,0,0,"Cdc42ep5"
"2395",10,12,13,13,5,2,12,15,"Cdc42se1"
"2396",9,9,13,1,7,6,5,10,"Cdc42se2"
"2397",1,2,0,0,0,0,3,1,"Cdc45"
"2398",0,1,0,0,0,0,3,2,"Cdc5l"
"2399",0,0,0,0,0,0,3,2,"Cdc7"
"2400",0,5,1,0,0,3,3,0,"Cdc73"
"2401",0,0,0,0,0,0,0,0,"Cdca2"
"2402",3,0,0,0,0,0,1,0,"Cdca3"
"2403",1,1,1,6,0,2,1,1,"Cdca4"
"2404",0,0,0,0,0,0,2,0,"Cdca5"
"2405",0,0,0,0,0,1,0,2,"Cdca7"
"2406",0,1,0,0,0,0,2,1,"Cdca7l"
"2407",1,1,0,0,0,0,0,0,"Cdca8"
"2408",4,0,1,0,0,10,2,4,"Cdh10"
"2409",7,2,1,0,0,1,7,6,"Cdh11"
"2410",2,0,9,0,0,4,7,6,"Cdh13"
"2411",0,0,0,0,0,0,0,0,"Cdh18"
"2412",0,0,0,0,0,0,0,0,"Cdh19"
"2413",9,1,2,0,0,10,11,3,"Cdh2"
"2414",3,0,7,0,0,0,0,1,"Cdh20"
"2415",0,0,0,0,0,0,1,2,"Cdh22"
"2416",0,0,0,0,0,1,1,5,"Cdh24"
"2417",0,0,0,0,0,13,1,1,"Cdh4"
"2418",0,57,0,0,0,0,0,6,"Cdh5"
"2419",6,0,1,0,0,1,1,1,"Cdh6"
"2420",0,0,0,0,0,0,0,0,"Cdh7"
"2421",0,0,0,0,0,1,0,13,"Cdh8"
"2422",0,0,0,0,0,0,0,2,"Cdh9"
"2423",0,0,0,0,0,3,0,0,"Cdhr1"
"2424",7,1,4,6,4,16,11,12,"Cdipt"
"2425",2,1,0,0,0,0,2,0,"Cdk1"
"2426",2,0,1,1,0,1,7,0,"Cdk10"
"2427",16,5,4,3,4,5,4,1,"Cdk11b"
"2428",0,0,2,0,0,1,0,0,"Cdk12"
"2429",0,0,3,0,0,2,1,2,"Cdk13"
"2430",3,1,3,0,0,7,4,4,"Cdk14"
"2431",3,1,15,3,4,13,9,11,"Cdk16"
"2432",4,4,1,2,0,2,2,6,"Cdk17"
"2433",0,0,14,1,5,0,0,2,"Cdk18"
"2434",2,0,3,3,2,4,3,1,"Cdk19"
"2435",4,2,1,0,0,0,5,0,"Cdk2"
"2436",4,0,0,0,0,4,4,1,"Cdk20"
"2437",18,7,23,12,14,17,23,16,"Cdk2ap1"
"2438",0,0,5,15,3,9,9,0,"Cdk2ap2"
"2439",6,21,22,8,5,2,26,16,"Cdk4"
"2440",3,6,17,1,13,11,7,3,"Cdk5"
"2441",0,0,0,0,0,15,1,10,"Cdk5r1"
"2442",0,0,1,0,0,10,5,25,"Cdk5r2"
"2443",0,0,0,0,0,1,0,1,"Cdk5rap1"
"2444",4,0,0,0,0,0,3,0,"Cdk5rap2"
"2445",1,2,1,10,7,3,6,5,"Cdk5rap3"
"2446",0,0,0,2,0,0,0,2,"Cdk6"
"2447",0,1,0,0,0,0,0,1,"Cdk7"
"2448",0,2,0,0,0,1,4,0,"Cdk8"
"2449",7,2,2,9,0,7,4,6,"Cdk9"
"2450",2,1,2,2,0,0,0,0,"Cdkal1"
"2451",0,0,0,0,0,7,0,0,"Cdkl1"
"2452",0,0,0,0,0,7,0,9,"Cdkl2"
"2453",1,0,0,0,0,0,0,0,"Cdkl3"
"2454",0,0,0,0,0,0,0,0,"Cdkl5"
"2455",3,37,0,9,0,2,0,10,"Cdkn1a"
"2456",4,8,4,0,4,24,13,5,"Cdkn1b"
"2457",0,4,0,1,0,3,3,2,"Cdkn1c"
"2458",2,0,5,0,0,0,1,2,"Cdkn2aip"
"2459",0,9,6,0,8,2,4,5,"Cdkn2aipnl"
"2460",0,6,0,0,0,0,0,0,"Cdkn2b"
"2461",3,0,0,4,2,0,4,4,"Cdkn2c"
"2462",2,2,3,2,3,0,8,3,"Cdkn2d"
"2463",0,0,0,0,0,0,0,1,"Cdkn3"
"2464",2,1,8,0,0,11,49,7,"Cdo1"
"2465",0,0,0,0,0,1,0,1,"Cdon"
"2466",0,0,0,0,0,0,0,0,"Cdr1"
"2467",3,6,0,0,4,0,1,2,"Cdr2"
"2468",0,2,3,0,1,7,3,5,"Cdr2l"
"2469",0,0,0,1,0,0,0,2,"Cds1"
"2470",3,4,1,3,2,11,5,7,"Cds2"
"2471",0,0,0,1,0,0,4,1,"Cdt1"
"2472",6,3,12,1,5,2,10,4,"Cdv3"
"2473",0,0,0,0,0,0,1,1,"Cdyl"
"2474",1,0,0,0,0,1,0,0,"Cdyl2"
"2475",0,0,0,0,0,0,0,0,"Ceacam1"
"2476",1,0,0,71,0,2,8,3,"Cebpa"
"2477",9,1,0,13,0,1,1,6,"Cebpb"
"2478",5,4,0,3,0,0,2,1,"Cebpd"
"2479",5,5,0,2,0,4,5,0,"Cebpg"
"2480",2,0,2,0,0,2,2,3,"Cebpz"
"2481",0,0,0,0,0,0,0,0,"Cecr2"
"2482",17,0,1,1,2,0,1,0,"Cecr5"
"2483",0,0,0,0,0,0,1,0,"Cecr6"
"2484",0,0,0,0,1,0,3,0,"Cela1"
"2485",3,3,3,0,0,1,9,2,"Celf1"
"2486",11,0,0,4,0,11,5,10,"Celf2"
"2487",0,0,0,0,0,9,1,2,"Celf3"
"2488",0,0,0,0,2,43,1,14,"Celf4"
"2489",0,0,0,0,0,21,1,1,"Celf5"
"2490",0,0,0,0,0,3,0,0,"Celf6"
"2491",1,0,0,0,0,0,0,0,"Celsr1"
"2492",6,0,1,0,0,2,2,1,"Celsr2"
"2493",0,0,0,0,0,1,0,1,"Celsr3"
"2494",3,0,3,2,2,11,3,1,"Cend1"
"2495",1,4,0,1,0,0,7,5,"Cenpa"
"2496",6,6,20,5,31,21,9,19,"Cenpb"
"2497",1,0,0,0,0,0,2,0,"Cenpc1"
"2498",0,0,0,0,0,0,0,0,"Cenpe"
"2499",0,0,0,0,0,0,0,1,"Cenpf"
"2500",0,0,0,0,0,0,2,0,"Cenph"
"2501",0,0,0,0,0,0,1,0,"Cenpi"
"2502",0,0,0,0,0,0,0,0,"Cenpk"
"2503",0,0,0,0,0,0,0,0,"Cenpl"
"2504",0,1,0,0,0,0,1,4,"Cenpm"
"2505",0,2,0,0,0,0,8,0,"Cenpn"
"2506",0,0,0,0,0,0,3,0,"Cenpp"
"2507",2,0,0,0,0,0,0,0,"Cenpq"
"2508",4,2,2,0,0,4,1,6,"Cenpt"
"2509",2,0,0,0,1,2,2,2,"Cenpv"
"2510",0,0,0,0,0,0,0,0,"Cenpw"
"2511",4,0,0,0,0,1,0,4,"Cep110"
"2512",1,5,1,0,0,0,0,0,"Cep120"
"2513",0,0,0,0,0,0,0,1,"Cep135"
"2514",3,0,0,0,0,0,0,0,"Cep152"
"2515",0,0,0,0,0,1,0,0,"Cep164"
"2516",7,0,0,1,1,5,7,6,"Cep170"
"2517",2,0,0,0,0,0,0,0,"Cep192"
"2518",2,0,1,0,0,1,0,0,"Cep250"
"2519",1,1,0,0,0,0,1,1,"Cep350"
"2520",0,9,0,0,0,0,0,0,"Cep55"
"2521",6,2,0,0,0,1,4,3,"Cep57"
"2522",3,0,0,0,0,0,0,0,"Cep57l1"
"2523",0,0,1,0,0,1,3,2,"Cep63"
"2524",3,3,1,1,0,3,0,7,"Cep68"
"2525",0,3,0,0,0,0,0,1,"Cep70"
"2526",1,0,0,0,0,5,0,4,"Cep76"
"2527",4,2,1,0,0,0,1,0,"Cep78"
"2528",0,0,1,0,0,3,3,0,"Cep97"
"2529",9,3,5,0,3,3,8,2,"Cept1"
"2530",0,0,0,0,3,1,1,0,"Cercam"
"2531",1,1,5,4,1,1,1,2,"Cerk"
"2532",0,0,0,0,0,0,0,0,"Ces2b"
"2533",1,10,2,1,3,4,1,4,"Cetn2"
"2534",3,9,6,3,1,31,9,10,"Cetn3"
"2535",4,5,4,2,2,4,2,17,"Cfdp1"
"2536",0,2,0,10,0,0,7,1,"Cfh"
"2537",25,92,63,62,81,29,77,127,"Cfl1"
"2538",5,3,0,0,7,19,2,10,"Cfl2"
"2539",0,0,0,0,0,0,0,0,"Cflar"
"2540",1,0,0,0,0,2,1,1,"Cfp"
"2541",2,13,1,1,1,3,2,6,"Cggbp1"
"2542",0,0,0,0,0,3,0,0,"Cgn"
"2543",0,3,0,0,0,0,0,4,"Cgnl1"
"2544",0,0,0,0,0,7,0,2,"Cgref1"
"2545",2,3,1,3,0,1,12,2,"Cgrrf1"
"2546",0,0,0,7,0,0,0,0,"Ch25h"
"2547",1,0,0,0,1,0,0,0,"Chac1"
"2548",0,0,0,0,0,3,0,0,"Chac2"
"2549",2,0,28,0,1,3,21,6,"Chadl"
"2550",0,0,0,0,0,0,0,2,"Chaf1a"
"2551",0,0,0,0,0,0,0,0,"Chaf1b"
"2552",0,0,0,0,0,1,0,0,"Chat"
"2553",6,2,3,3,3,10,5,6,"Chchd1"
"2554",3,0,2,0,3,8,4,8,"Chchd10"
"2555",10,27,11,3,11,9,3,6,"Chchd2"
"2556",4,7,9,2,6,7,7,6,"Chchd3"
"2557",1,0,4,1,0,3,3,1,"Chchd4"
"2558",1,4,0,2,1,3,2,1,"Chchd5"
"2559",0,0,0,0,0,6,0,15,"Chchd6"
"2560",0,6,2,0,5,9,0,2,"Chchd7"
"2561",0,0,0,0,0,0,0,0,"Chchd8"
"2562",4,0,0,0,0,4,1,2,"Chd1"
"2563",0,0,0,0,0,0,0,1,"Chd1l"
"2564",6,0,0,0,0,4,1,1,"Chd2"
"2565",7,3,9,1,1,25,2,10,"Chd3"
"2566",23,10,6,8,4,11,1,11,"Chd4"
"2567",0,0,0,0,0,2,0,7,"Chd5"
"2568",2,1,0,0,0,0,1,4,"Chd6"
"2569",3,0,0,1,0,2,1,3,"Chd7"
"2570",7,1,4,0,1,0,2,1,"Chd8"
"2571",2,0,1,1,0,0,5,2,"Chd9"
"2572",0,0,0,0,0,0,1,0,"Chek1"
"2573",1,2,0,0,0,0,0,0,"Chek2"
"2574",5,1,5,0,1,1,2,0,"Cherp"
"2575",6,0,6,3,4,1,1,2,"Chfr"
"2576",0,0,3,0,0,7,15,11,"Chga"
"2577",0,0,1,0,0,13,0,13,"Chgb"
"2578",1,0,0,0,0,0,2,3,"Chi3l1"
"2579",1,0,0,0,0,1,0,1,"Chic1"
"2580",3,17,2,6,0,0,3,1,"Chic2"
"2581",0,1,0,1,0,2,2,4,"Chid1"
"2582",14,2,1,6,0,11,2,6,"Chka"
"2583",12,1,5,7,1,6,2,1,"Chkb"
"2584",3,0,0,0,0,10,5,13,"Chl1"
"2585",5,0,0,0,0,2,2,3,"Chm"
"2586",0,0,0,0,0,2,1,0,"Chml"
"2587",4,2,6,5,3,8,11,8,"Chmp1a"
"2588",1,5,3,1,3,8,4,0,"Chmp1b"
"2589",7,7,9,4,9,7,6,9,"Chmp2a"
"2590",3,7,7,2,2,8,10,2,"Chmp2b"
"2591",12,18,13,17,14,19,1,14,"Chmp4b"
"2592",0,5,12,1,22,10,10,9,"Chmp5"
"2593",0,4,1,6,1,3,2,2,"Chmp6"
"2594",2,3,0,4,5,9,3,3,"Chmp7"
"2595",2,0,0,1,0,2,1,3,"Chn1"
"2596",0,0,33,2,5,4,6,8,"Chn2"
"2597",0,0,0,0,0,0,0,0,"Chodl"
"2598",6,2,1,1,0,0,1,3,"Chordc1"
"2599",4,0,1,0,0,12,5,9,"Chpf"
"2600",2,2,0,1,0,0,0,1,"Chpf2"
"2601",6,3,3,1,0,5,18,6,"Chpt1"
"2602",1,0,0,1,2,5,1,0,"Chrac1"
"2603",4,0,0,0,0,3,1,0,"Chrd"
"2604",2,0,0,0,0,0,0,4,"Chrdl1"
"2605",0,0,0,0,0,0,0,0,"Chrm1"
"2606",0,0,0,0,0,0,0,0,"Chrm2"
"2607",0,0,0,0,0,2,0,3,"Chrm3"
"2608",0,0,0,0,0,0,0,6,"Chrm4"
"2609",0,0,0,0,0,1,18,0,"Chrna4"
"2610",0,0,0,0,0,2,0,1,"Chrna7"
"2611",0,5,0,0,0,0,0,0,"Chrnb1"
"2612",0,0,0,0,0,2,0,0,"Chrnb2"
"2613",9,2,0,0,0,5,1,5,"Chst1"
"2614",7,0,1,1,0,5,2,2,"Chst10"
"2615",9,7,4,1,0,2,16,4,"Chst11"
"2616",1,0,1,9,1,0,2,5,"Chst12"
"2617",0,0,0,0,0,0,1,0,"Chst14"
"2618",1,1,0,0,0,0,4,1,"Chst15"
"2619",3,1,6,0,6,7,13,5,"Chst2"
"2620",1,0,1,0,4,0,0,0,"Chst3"
"2621",0,0,1,0,0,0,3,0,"Chst5"
"2622",2,1,0,6,0,0,2,0,"Chst7"
"2623",0,0,0,0,3,0,0,0,"Chst8"
"2624",8,0,1,0,0,2,1,3,"Chsy1"
"2625",0,0,0,0,0,0,0,0,"Chsy3"
"2626",0,0,0,0,0,0,0,0,"Chtf18"
"2627",3,2,3,2,1,4,6,1,"Chtf8"
"2628",2,2,1,2,1,5,6,7,"Chuk"
"2629",3,1,5,0,0,4,0,1,"Churc1"
"2630",1,3,2,3,1,3,4,1,"Ciao1"
"2631",1,3,1,3,2,3,1,0,"Ciapin1"
"2632",1,14,1,14,7,2,2,3,"Cib1"
"2633",1,0,0,0,0,9,1,5,"Cib2"
"2634",6,2,3,1,3,14,0,5,"Cic"
"2635",0,0,0,0,0,0,0,0,"Cidea"
"2636",0,0,0,0,0,0,0,0,"Cideb"
"2637",2,2,4,1,1,2,4,2,"Cinp"
"2638",1,0,1,0,0,2,0,2,"Cir1"
"2639",16,1,9,4,4,18,14,19,"Cirbp"
"2640",3,1,1,2,0,3,0,2,"Cirh1a"
"2641",4,5,14,3,7,7,12,8,"Cisd1"
"2642",2,1,1,1,1,3,4,3,"Cisd2"
"2643",1,2,4,0,2,0,1,2,"Cisd3"
"2644",0,2,0,0,0,2,0,0,"Cish"
"2645",0,0,0,0,0,0,0,0,"Cit"
"2646",0,0,0,0,0,0,4,0,"Cited1"
"2647",2,6,2,1,0,18,2,11,"Cited2"
"2648",1,4,5,0,0,1,3,8,"Ciz1"
"2649",1,2,1,0,0,0,1,1,"Ckap2"
"2650",2,0,0,0,0,0,1,1,"Ckap2l"
"2651",6,0,1,0,0,5,0,2,"Ckap4"
"2652",7,0,2,0,3,2,0,20,"Ckap5"
"2653",27,2,34,31,26,29,131,34,"Ckb"
"2654",1,0,1,2,1,1,3,0,"Cklf"
"2655",0,0,0,3,4,9,0,4,"Ckmt1"
"2656",3,4,0,4,0,1,4,3,"Cks1b"
"2657",0,5,0,0,0,0,2,0,"Cks2"
"2658",3,0,1,0,0,0,3,5,"Clasp1"
"2659",8,0,9,0,4,15,22,12,"Clasp2"
"2660",9,0,5,0,4,8,11,13,"Clasrp"
"2661",6,0,1,0,0,3,0,2,"Clcc1"
"2662",0,0,0,0,0,0,0,0,"Clcf1"
"2663",0,0,6,0,0,3,5,3,"Clcn2"
"2664",19,2,14,0,1,10,16,5,"Clcn3"
"2665",5,3,16,2,4,12,7,12,"Clcn4-2"
"2666",7,1,2,0,0,1,1,0,"Clcn5"
"2667",12,0,10,0,8,7,7,3,"Clcn6"
"2668",2,1,3,7,5,0,3,7,"Clcn7"
"2669",80,0,0,0,0,3,7,9,"Cldn10"
"2670",0,0,445,0,415,0,2,6,"Cldn11"
"2671",17,2,1,0,0,1,7,0,"Cldn12"
"2672",0,0,1,0,0,0,0,0,"Cldn14"
"2673",3,727,0,3,0,2,3,38,"Cldn5"
"2674",11,2,43,1,11,11,11,21,"Cldnd1"
"2675",0,0,0,3,0,0,0,0,"Clec10a"
"2676",0,4,0,0,0,0,0,2,"Clec14a"
"2677",3,0,2,1,0,2,1,5,"Clec16a"
"2678",0,0,0,0,0,0,0,0,"Clec1a"
"2679",0,22,0,0,0,0,0,0,"Clec2d"
"2680",0,0,0,0,0,11,7,6,"Clec2l"
"2681",0,0,0,0,0,0,4,0,"Clec3b"
"2682",0,0,0,0,0,0,0,0,"Clec4a1"
"2683",0,0,0,3,0,0,2,0,"Clec4a2"
"2684",0,0,0,2,0,0,0,0,"Clec4a3"
"2685",0,0,0,0,0,0,0,0,"Clec4n"
"2686",0,0,0,0,0,0,0,0,"Clec5a"
"2687",0,0,1,0,0,5,1,0,"Clgn"
"2688",5,49,0,37,0,2,5,6,"Clic1"
"2689",23,18,8,9,21,4,4,9,"Clic4"
"2690",0,7,0,0,0,0,0,0,"Clic5"
"2691",3,17,3,2,1,4,2,2,"Clint1"
"2692",0,4,0,0,0,2,0,0,"Clip1"
"2693",2,0,6,2,4,18,5,2,"Clip2"
"2694",8,0,44,1,15,30,15,21,"Clip3"
"2695",4,0,0,0,0,3,0,2,"Clip4"
"2696",22,10,7,6,3,32,5,8,"Clk1"
"2697",2,2,5,0,1,2,4,2,"Clk2"
"2698",14,4,4,3,3,10,7,5,"Clk3"
"2699",4,3,3,3,0,15,5,1,"Clk4"
"2700",0,0,1,0,0,0,0,0,"Clmn"
"2701",2,2,2,3,0,0,2,0,"Cln3"
"2702",1,0,0,2,3,0,0,0,"Cln5"
"2703",1,0,3,2,0,0,1,0,"Cln6"
"2704",1,0,4,10,3,1,3,0,"Cln8"
"2705",0,1,10,1,4,2,5,10,"Clns1a"
"2706",4,3,0,0,0,0,1,5,"Clock"
"2707",0,0,3,1,0,2,2,0,"Clp1"
"2708",0,1,1,3,2,0,0,3,"Clpb"
"2709",2,3,13,1,5,6,9,1,"Clpp"
"2710",11,8,4,13,10,12,12,9,"Clptm1"
"2711",3,4,12,9,5,6,24,7,"Clptm1l"
"2712",7,5,1,0,0,2,1,3,"Clpx"
"2713",14,8,6,7,4,72,11,39,"Clstn1"
"2714",0,0,0,0,0,30,0,0,"Clstn2"
"2715",0,0,0,0,0,13,11,20,"Clstn3"
"2716",3,22,18,41,13,22,18,33,"Clta"
"2717",9,3,8,11,5,11,9,7,"Cltb"
"2718",8,8,8,1,1,12,26,28,"Cltc"
"2719",139,2,11,9,14,16,79,22,"Clu"
"2720",1,0,1,0,2,4,4,3,"Cluap1"
"2721",0,0,0,0,0,10,0,0,"Clvs1"
"2722",0,0,0,0,0,0,0,0,"Clvs2"
"2723",4,1,0,0,0,1,0,5,"Clybl"
"2724",0,1,1,3,0,3,2,3,"Cmas"
"2725",1,0,0,0,0,0,0,0,"Cmbl"
"2726",0,4,0,1,2,3,0,1,"Cmc1"
"2727",0,3,0,0,0,0,0,0,"Cmklr1"
"2728",1,1,1,0,1,0,2,3,"Cml1"
"2729",0,0,0,0,0,0,0,0,"Cml3"
"2730",2,16,12,2,2,11,2,6,"Cmpk1"
"2731",2,0,0,0,0,1,3,1,"Cmpk2"
"2732",15,5,1,9,0,7,6,4,"Cmtm3"
"2733",1,4,10,1,0,1,5,5,"Cmtm4"
"2734",22,0,23,2,88,2,19,9,"Cmtm5"
"2735",1,15,5,33,5,0,5,3,"Cmtm6"
"2736",0,0,0,35,0,0,1,0,"Cmtm7"
"2737",0,0,0,2,0,0,0,0,"Cmtm8"
"2738",20,25,11,11,10,15,58,17,"Cnbp"
"2739",2,1,9,33,1,0,2,2,"Cndp2"
"2740",7,13,12,2,3,8,9,7,"Cnih"
"2741",0,0,5,2,2,23,13,32,"Cnih2"
"2742",2,0,0,0,0,1,0,2,"Cnih3"
"2743",1,2,1,0,2,1,0,4,"Cnih4"
"2744",0,0,0,0,0,0,0,2,"Cnksr2"
"2745",0,1,20,0,4,0,0,0,"Cnksr3"
"2746",0,42,0,0,0,0,0,7,"Cnn2"
"2747",32,21,7,0,4,2,36,27,"Cnn3"
"2748",0,0,0,0,0,1,0,1,"Cnnm1"
"2749",0,0,0,1,0,2,0,6,"Cnnm2"
"2750",0,0,1,0,0,5,2,0,"Cnnm3"
"2751",0,0,0,0,0,2,0,1,"Cnnm4"
"2752",1,0,2,1,2,3,1,0,"Cno"
"2753",2,5,1,1,0,3,3,4,"Cnot1"
"2754",3,3,6,0,1,2,8,3,"Cnot10"
"2755",6,2,0,1,1,7,4,1,"Cnot2"
"2756",1,1,0,0,0,5,4,1,"Cnot3"
"2757",2,0,0,0,0,0,2,4,"Cnot4"
"2758",12,2,1,0,0,4,5,4,"Cnot6"
"2759",0,0,0,3,0,0,0,3,"Cnot6l"
"2760",5,1,3,1,0,15,6,5,"Cnot7"
"2761",3,8,5,8,2,2,8,5,"Cnot8"
"2762",6,1,699,9,612,2,23,29,"Cnp"
"2763",3,8,5,1,1,11,9,1,"Cnpy2"
"2764",6,3,7,18,1,5,13,1,"Cnpy3"
"2765",0,0,1,0,0,0,1,1,"Cnpy4"
"2766",2,0,0,0,0,11,0,5,"Cnr1"
"2767",0,2,0,0,0,0,0,0,"Cnr2"
"2768",5,0,1,0,1,17,1,4,"Cnrip1"
"2769",1,0,0,0,0,2,3,2,"Cnst"
"2770",2,0,0,0,0,0,0,0,"Cntf"
"2771",34,0,0,0,1,6,3,3,"Cntfr"
"2772",0,0,0,0,0,1,2,0,"Cntln"
"2773",0,0,39,0,5,3,70,17,"Cntn1"
"2774",0,0,3,0,5,2,0,1,"Cntn2"
"2775",0,0,0,0,0,0,0,0,"Cntn3"
"2776",0,0,0,0,0,0,2,1,"Cntn4"
"2777",0,0,0,0,0,0,0,0,"Cntn5"
"2778",0,0,1,0,0,0,7,9,"Cntn6"
"2779",0,0,0,0,0,0,0,2,"Cntnap1"
"2780",0,0,0,0,0,5,0,1,"Cntnap2"
"2781",0,0,0,0,0,1,0,0,"Cntnap4"
"2782",0,0,0,0,0,0,0,0,"Cntnap5a"
"2783",0,0,0,0,0,0,0,1,"Cntnap5b"
"2784",2,0,0,0,0,1,0,4,"Cntrob"
"2785",1,0,3,1,1,0,2,0,"Coasy"
"2786",0,0,0,0,0,1,8,0,"Cobl"
"2787",0,0,2,0,0,1,2,1,"Cobll1"
"2788",2,1,3,2,0,12,3,0,"Cobra1"
"2789",0,0,0,0,0,0,0,1,"Coch"
"2790",3,0,0,3,1,1,1,0,"Cog1"
"2791",1,0,2,3,0,2,1,0,"Cog2"
"2792",2,2,1,0,0,0,5,0,"Cog3"
"2793",1,1,1,0,2,2,8,3,"Cog4"
"2794",0,5,0,0,0,1,3,3,"Cog5"
"2795",4,0,1,2,0,3,2,5,"Cog6"
"2796",1,0,0,1,1,0,4,2,"Cog7"
"2797",1,4,1,2,2,8,0,5,"Cog8"
"2798",3,0,2,0,0,2,0,1,"Coil"
"2799",0,0,0,0,0,1,3,0,"Col11a1"
"2800",2,0,10,0,4,2,5,1,"Col11a2"
"2801",0,0,0,0,0,0,0,0,"Col13a1"
"2802",0,0,0,0,0,0,5,1,"Col15a1"
"2803",4,0,6,0,0,0,1,7,"Col16a1"
"2804",0,6,0,0,0,0,0,4,"Col18a1"
"2805",0,0,0,0,0,0,0,0,"Col19a1"
"2806",0,0,0,0,0,0,5,1,"Col1a1"
"2807",2,1,0,0,0,2,7,3,"Col1a2"
"2808",0,0,0,0,0,0,0,0,"Col20a1"
"2809",0,0,0,0,0,8,0,1,"Col23a1"
"2810",0,0,0,0,0,0,0,0,"Col24a1"
"2811",0,0,0,0,0,0,0,0,"Col25a1"
"2812",4,0,0,0,0,0,1,0,"Col27a1"
"2813",0,0,0,0,0,0,0,0,"Col2a1"
"2814",0,0,0,0,0,0,8,7,"Col3a1"
"2815",1,75,0,0,0,2,8,36,"Col4a1"
"2816",4,65,0,0,0,1,10,10,"Col4a2"
"2817",4,2,2,0,0,7,4,2,"Col4a3bp"
"2818",10,0,0,0,0,0,0,2,"Col4a5"
"2819",0,0,0,0,0,0,0,0,"Col4a6"
"2820",0,0,0,0,0,2,1,2,"Col5a1"
"2821",0,4,0,0,0,0,0,0,"Col5a2"
"2822",0,0,0,0,0,0,1,0,"Col5a3"
"2823",0,0,0,0,0,1,2,4,"Col6a1"
"2824",0,0,0,0,1,28,2,0,"Col6a2"
"2825",0,0,0,0,0,0,0,0,"Col6a3"
"2826",0,0,0,0,0,0,0,0,"Col9a1"
"2827",0,0,0,0,0,3,4,2,"Col9a2"
"2828",6,0,57,0,3,0,8,11,"Col9a3"
"2829",0,1,0,0,0,0,2,1,"Colec12"
"2830",2,10,5,3,8,11,3,6,"Commd1"
"2831",3,6,0,1,3,0,0,1,"Commd10"
"2832",1,0,0,2,0,2,2,0,"Commd2"
"2833",5,8,18,0,8,7,10,8,"Commd3"
"2834",5,5,3,2,4,7,4,5,"Commd4"
"2835",1,1,3,0,0,1,0,3,"Commd5"
"2836",3,2,2,1,2,3,7,2,"Commd6"
"2837",1,4,1,5,0,2,0,4,"Commd7"
"2838",1,4,1,0,0,1,2,3,"Commd8"
"2839",2,1,5,2,6,2,3,4,"Commd9"
"2840",4,3,4,14,1,4,7,5,"Comt"
"2841",0,0,0,5,0,2,0,0,"Comtd1"
"2842",5,11,8,0,1,16,5,5,"Copa"
"2843",1,17,9,4,0,2,16,7,"Copb1"
"2844",7,5,4,2,0,6,3,3,"Copb2"
"2845",2,22,12,19,20,14,8,2,"Cope"
"2846",4,2,9,4,5,15,10,9,"Copg"
"2847",6,2,1,0,2,1,18,2,"Copg2"
"2848",1,15,5,0,4,1,1,2,"Cops2"
"2849",18,6,9,0,3,12,18,7,"Cops3"
"2850",2,2,5,2,1,3,7,8,"Cops4"
"2851",12,5,7,1,5,9,15,10,"Cops5"
"2852",11,15,10,3,6,10,17,12,"Cops6"
"2853",2,6,4,2,5,7,6,4,"Cops7a"
"2854",2,0,2,1,1,0,1,1,"Cops7b"
"2855",6,5,4,2,1,2,8,1,"Cops8"
"2856",10,4,9,15,1,8,22,14,"Copz1"
"2857",1,3,0,0,0,0,0,5,"Copz2"
"2858",1,3,1,1,2,1,3,0,"Coq10a"
"2859",13,5,2,7,0,1,2,5,"Coq10b"
"2860",3,2,0,3,6,1,3,1,"Coq2"
"2861",1,0,0,0,0,0,0,1,"Coq3"
"2862",2,0,0,1,0,0,0,1,"Coq4"
"2863",0,1,1,0,0,6,0,0,"Coq5"
"2864",3,1,0,4,2,0,0,2,"Coq6"
"2865",5,1,5,2,5,6,8,7,"Coq7"
"2866",3,4,0,0,2,1,5,2,"Coq9"
"2867",0,0,1,61,2,2,1,1,"Coro1a"
"2868",5,19,16,12,8,8,5,6,"Coro1b"
"2869",0,13,6,3,2,10,2,7,"Coro1c"
"2870",0,0,0,2,0,0,0,0,"Coro2a"
"2871",5,0,2,0,2,10,2,8,"Coro2b"
"2872",1,1,1,0,7,3,3,1,"Coro7"
"2873",0,0,0,0,0,5,0,1,"Cort"
"2874",9,3,0,80,1,2,24,15,"Cotl1"
"2875",0,1,1,1,0,2,0,1,"Cox10"
"2876",1,0,0,0,0,2,1,10,"Cox11"
"2877",2,0,4,0,0,0,3,3,"Cox15"
"2878",4,5,2,1,0,0,6,2,"Cox16"
"2879",9,8,2,2,5,5,7,2,"Cox17"
"2880",1,0,0,0,1,2,3,2,"Cox18"
"2881",4,6,3,3,2,13,3,2,"Cox19"
"2882",23,101,73,62,99,62,87,108,"Cox4i1"
"2883",0,2,0,0,0,0,0,0,"Cox4i2"
"2884",6,1,4,2,2,1,2,3,"Cox4nb"
"2885",21,21,8,5,7,16,20,43,"Cox5a"
